epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,2122.71,0.46313,0.38635,0.0084,0.82559,0.76249,0.82182,0.71056,0.61128,0.80048,0.01649,0.000103249,0.000103249,0.000103249
78,2137.68,0.44423,0.38657,0.00814,0.84282,0.78603,0.83207,0.71607,0.60755,0.77636,0.01621,9.91209e-05,9.91209e-05,9.91209e-05
79,2151.7,0.4472,0.38755,0.00813,0.82758,0.77961,0.83309,0.71641,0.62122,0.76517,0.0165,9.49926e-05,9.49926e-05,9.49926e-05
80,2166.88,0.45748,0.3887,0.00825,0.84296,0.76013,0.82953,0.71584,0.61064,0.78624,0.01631,9.08643e-05,9.08643e-05,9.08643e-05
81,2181.01,0.45412,0.37468,0.00806,0.84917,0.76683,0.83003,0.7161,0.62462,0.79636,0.01674,8.6736e-05,8.6736e-05,8.6736e-05
82,2195.98,0.44592,0.38039,0.00803,0.81279,0.78588,0.83344,0.7216,0.60831,0.78703,0.01634,8.26077e-05,8.26077e-05,8.26077e-05
83,2210.03,0.43544,0.39055,0.00781,0.80548,0.81122,0.84438,0.73162,0.59372,0.75001,0.01586,7.84794e-05,7.84794e-05,7.84794e-05
84,2227.13,0.4281,0.36244,0.00746,0.8129,0.8093,0.84443,0.73247,0.59941,0.74854,0.0161,7.43511e-05,7.43511e-05,7.43511e-05
85,2241.26,0.43442,0.38343,0.00781,0.83111,0.7743,0.83224,0.71973,0.59497,0.82299,0.01592,7.02228e-05,7.02228e-05,7.02228e-05
86,2256.22,0.42851,0.37514,0.00766,0.83287,0.75573,0.83175,0.72011,0.59217,0.79502,0.01579,6.60945e-05,6.60945e-05,6.60945e-05
87,2270.15,0.42548,0.35738,0.00763,0.79388,0.79695,0.82305,0.71624,0.59832,0.83428,0.01581,6.19662e-05,6.19662e-05,6.19662e-05
88,2285.23,0.41918,0.36265,0.00737,0.81759,0.77267,0.83221,0.71951,0.5963,0.8165,0.01572,5.78379e-05,5.78379e-05,5.78379e-05
89,2297.57,0.42404,0.36584,0.00762,0.83118,0.76031,0.83459,0.72037,0.5992,0.79882,0.01579,5.37096e-05,5.37096e-05,5.37096e-05
90,2312.37,0.42736,0.36849,0.00759,0.78233,0.7993,0.83369,0.72114,0.59225,0.80714,0.01558,4.95813e-05,4.95813e-05,4.95813e-05
91,2357.49,0.32285,0.21367,0.00784,0.82524,0.75015,0.83641,0.71539,0.61932,0.78933,0.01659,4.5453e-05,4.5453e-05,4.5453e-05
92,2375.34,0.28641,0.18174,0.00669,0.79136,0.78693,0.82875,0.708,0.62312,0.78983,0.01674,4.13247e-05,4.13247e-05,4.13247e-05
93,2393.01,0.27299,0.16508,0.00627,0.81173,0.77107,0.8251,0.70719,0.61734,0.79323,0.0166,3.71964e-05,3.71964e-05,3.71964e-05
94,2410.89,0.27713,0.17226,0.00628,0.82023,0.77106,0.82809,0.71004,0.61897,0.78989,0.01668,3.30681e-05,3.30681e-05,3.30681e-05
95,2428.62,0.26663,0.15515,0.00615,0.84316,0.74955,0.82551,0.71202,0.61961,0.8096,0.0166,2.89398e-05,2.89398e-05,2.89398e-05
96,2446.84,0.26095,0.15812,0.00587,0.83232,0.75801,0.82331,0.70897,0.61597,0.80875,0.01643,2.48115e-05,2.48115e-05,2.48115e-05
97,2465.05,0.26493,0.1731,0.00585,0.80584,0.77089,0.82433,0.709,0.61621,0.81973,0.01642,2.06832e-05,2.06832e-05,2.06832e-05
98,2484.36,0.25898,0.15874,0.00579,0.80576,0.77921,0.82377,0.7053,0.61679,0.80609,0.01647,1.65549e-05,1.65549e-05,1.65549e-05
99,2502.58,0.25906,0.15155,0.00592,0.80342,0.78176,0.82787,0.71004,0.61056,0.79379,0.01629,1.24266e-05,1.24266e-05,1.24266e-05
100,2520.92,0.25878,0.15272,0.00575,0.81103,0.77907,0.82509,0.70977,0.61128,0.79209,0.01631,8.2983e-06,8.2983e-06,8.2983e-06
